SUBS_KEY,TARGET,OG_MOU_F4,IC_MOU_F4,OG_CALLS_F4,IC_CALLS_F4,RCHG_AMOUNT_F4,CNT_RCHG_F4,AVG_MBL_F4,IC_OG_RATIO_F4,OG_MOU_F7,IC_MOU_F7,OG_CALLS_F7,IC_CALLS_F7,RCHG_AMOUNT_F7,CNT_RCHG_F7,AVG_MBL_F7,IC_OG_RATIO_F7,OG_MOU_F10,IC_MOU_F10,OG_CALLS_F10,IC_CALLS_F10,RCHG_AMOUNT_F10,CNT_RCHG_F10,AVG_MBL_F10,IC_OG_RATIO_F10,DS_IC_MOU_F4,DS_IC_MOU_F7,DS_IC_MOU_F10,DS_OG_MOU_F4,DS_OG_MOU_F7,DS_OG_MOU_F10,DS_OG_CALLS_F4,DS_OG_CALLS_F7,DS_OG_CALLS_F10,DS_IC_CALLS_F4,DS_IC_CALLS_F7,DS_IC_CALLS_F10,DS_RCHG_MRP_F4,DS_RCHG_MRP_F7,DS_RCHG_MRP_F10,DS_RCHG_MRP_F4_EX1,DS_RCHG_MRP_F7_EX1,DS_RCHG_MRP_F10_EX1,SUBS_ACTIVATION_DT,ACTIVATION_DT,DAY_END_MBL_F4,DAY_END_MBL_F7,DAY_END_MBL_F10,SLP_MBL_F4,SLP_MBL_F7,SLP_MBL_F10,SLP_OGMOU_F4,SLP_OGMOU_F7,SLP_OGMOU_F10,SLP_ICMOU_F4,SLP_ICMOU_F7,SLP_ICMOU_F10,SD_MBL_F4,SD_MBL_F7,SD_MBL_F10,SD_OGMOU_F4,SD_OGMOU_F7,SD_OGMOU_F10,SD_ICMOU_F4,SD_ICMOU_F7,SD_ICMOU_F10,MAX_MBL_F4_EX1,MAX_MBL_F7_EX1,MAX_MBL_F10_EX1,MAX_MBL_F4,MAX_MBL_F7,MAX_MBL_F10,MAX_MRP_HIGH_AMT_F4,MAX_MRP_HIGH_AMT_F7,MAX_MRP_HIGH_AMT_F10,CNT_VLR_INS_F4,CNT_VLR_INS_F7,CNT_VLR_INS_F10,CNT_STD_INS_F4,CNT_STD_INS_F7,CNT_STD_INS_F10,CNT_STD_OG_INS_F4,CNT_STD_OG_INS_F7,CNT_STD_OG_INS_F10,CNT_STD_IC_INS_F4,CNT_STD_IC_INS_F7,CNT_STD_IC_INS_F10,CNT_ROAM_INS_F4,CNT_ROAM_INS_F7,CNT_ROAM_INS_F10,CNT_SMS_INS_F4,CNT_SMS_INS_F7,CNT_SMS_INS_F10,CNT_DEC_INS_F4,CNT_DEC_INS_F7,CNT_DEC_INS_F10,AVG_NIG_USG_F4,AVG_NIG_USG_F7,AVG_NIG_USG_F10,AVG_STD_USG_F4,AVG_STD_USG_F7,AVG_STD_USG_F10,DND,DND_INFO,CHG_IC_MOU_L5_F5,USAGE_SPREAD,SUM_RCHG_MRP_L10,TARGET_21_30
623610852,0,6.1,13.27,3,7,0,0,9.38,2.17,11.18,14.67,7,9,0,0,7.66,1.31,12.52,15.57,10,11,0,0,6.43,1.24,1,1,1,3,3,3,3,3,3,1,1,1,19,19,19,19,19,19,41701,3,7.5,4.4,3.3,-0.75,-1.06,-0.89,1.83,0.24,-0.07,2.65,-0.09,-0.25,1.25,2.38,2.77,3.05,2.38,2.03,4.68,3.67,3.13,10,10,10,10,10,10,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0.07,0,0,0,29,1,-0.83,0.18,0,0
623610855,0,39.48,0.52,24,1,58,1,43.01,0.01,136.47,30.13,38,10,58,1,27.04,0.22,136.47,48.58,38,12,58,1,18.99,0.36,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,19,19,19,41701,3,32.31,0.21,0.21,-10.82,-10.33,-6.92,-0.08,2.97,-1.47,0.05,2.69,1.24,15.63,23.02,22.83,10.46,22.24,20.46,0.26,7.25,6.73,41.01,41.01,41.01,65.7,65.7,65.7,58,58,58,4,7,10,2,2,2,2,2,2,0,0,0,0,0,0,4,7,8,4,7,8,0,0,0,0,0,0,0,0,92.04,0.2,58,0
623610868,0,1.55,0,1,0,175,1,8.9,0,1.55,0.45,1,1,175,1,8.13,0.29,2.43,0.45,3,1,175,1,7.66,0.18,19,5,5,3,3,3,3,3,3,19,5,5,0,0,0,19,19,19,41701,3,7.11,7.11,6.31,-1.02,-0.57,-0.4,0.47,0,0.01,0,0.03,0,1.39,1.37,1.37,0.78,0.59,0.54,0,0.17,0.14,10,10,10,10,10,10,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0.06,175,0
623610899,0,20.97,0.85,5,1,48,1,43.01,0.04,49.45,0.85,17,1,48,1,35.18,0.02,52.83,10.37,19,3,48,1,31.1,0.2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,40.42,23.33,21.3,-1.71,-4.35,-3.21,-6.17,-0.96,-1.1,-0.09,-0.06,0.48,2.22,9.95,10.44,10.1,10.02,8.69,0.43,0.32,2.89,43.42,43.42,43.42,45.77,45.77,45.77,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,9,0,0.09,0.08,0,0,0,0,0,10.2,0.22,48,0
623610914,0,16.93,49.9,21,31,0,0,4.9,2.95,16.93,78.18,21,49,0,0,2.84,4.62,24.52,91.7,31,60,110,1,18,3.74,0,0,0,1,1,1,1,1,1,0,0,0,19,19,7,19,19,6,41701,3,0.1,0.1,45.34,-3.48,-1.65,5.63,1.75,-0.59,-0.1,1.46,-0.01,-0.89,4.55,4.11,25.11,3.32,3.26,3.25,2.44,4.02,4.88,7.3,7.3,65.1,10,10,65.1,0,0,110,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,-0.27,0.26,110,0
623610941,0,0,1.15,0,2,0,0,5.5,999,0,2.47,0,5,0,0,4.86,999,0.62,3.8,1,9,0,0,4.15,6.16,0,0,0,19,19,8,19,19,8,0,0,0,19,19,19,19,19,19,41701,3,4,4,0.26,-1.2,-0.54,-0.53,0,0,0.03,-0.34,-0.08,-0.01,1.73,1.46,1.89,0,0,0.19,0.57,0.6,0.51,7,7,7,7,7,7,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,-0.46,0.1,0,1
623610942,0,3.15,0,4,0,58,1,64.36,0,5.88,0,5,0,58,1,63.34,0,6.45,0.62,7,1,181,2,62.85,0.1,19,19,8,0,0,0,0,0,0,19,19,8,0,0,0,19,19,8,41701,3,63.17,61.97,61.17,-0.59,-0.62,-0.43,-0.38,-0.14,-0.12,0,0,0.03,0.84,1.41,1.41,1.05,1.18,1.02,0,0,0.19,64.95,64.95,64.95,64.95,64.95,64.95,58,58,123,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0.1,181,0
623610976,1,0.3,0,4,0,0,0,4.25,0,0.65,0,6,0,0,0,3.84,0,0.67,0,7,0,0,0,3.59,0,19,19,19,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,41701,3,3.8,3.2,2.9,-0.3,-0.27,-0.2,-0.03,-0.01,-0.01,0,0,0,0.39,0.59,0.63,0.08,0.12,0.11,0,0,0,4.4,4.4,4.4,4.7,4.7,4.7,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,7,0,0,0,0,0,0,0,0,0,0.14,0,1
623610981,0,20.58,6,23,4,70,1,40.46,0.29,48.97,21.02,64,26,70,1,45.43,0.43,83.78,34.22,105,35,70,1,40.22,0.41,3,3,3,0,0,0,0,0,0,3,3,3,2,2,2,1,1,1,41701,3,66.84,44.52,17.02,24.03,6.29,-0.34,4.27,1.68,1.18,1.8,1.03,0.54,36.32,26.71,23.95,6.44,5.31,5.13,3,2.94,3.37,76.6,76.6,76.6,76.6,76.6,76.6,70,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0.78,0.2,70,0
623610997,1,1.08,0,1,0,138,2,24.65,0,1.3,0,2,0,138,2,44.13,0,1.3,2.08,2,2,138,2,34.12,1.6,19,19,7,1,1,1,1,1,1,19,19,7,0,0,0,2,2,2,41701,3,70.2,69.9,10.76,12.66,11.99,-0.18,-0.11,-0.05,-0.04,0,0,0.06,33.07,33.72,31.9,0.54,0.4,0.34,0,0,0.66,70.2,70.2,70.2,70.2,70.2,70.2,70,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0.06,138,1
623610998,0,0,19.8,32,10,58,1,39.48,999,0,35.82,40,17,58,1,31.81,999,0,72.75,50,49,58,1,25.74,999,2,2,2,19,19,19,0,0,0,2,2,2,0,0,0,19,19,19,41701,3,26.3,19.1,9.4,-10.11,-5.85,-4.64,0,0,0,3.01,0.72,1.33,13.29,13.52,14.84,0,0,0,6.9,5.62,7.8,45.8,45.8,45.8,55,55,55,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0.76,0.24,58,0
623610999,0,0,21.05,36,14,180,2,77.05,999,0,41.92,60,36,180,2,57.38,999,0,49.18,74,44,290,3,52.55,999,1,1,1,19,19,19,1,1,1,1,1,1,0,0,0,2,2,2,41701,3,67.44,18.14,101.52,-22.69,-15.14,-6.14,0,0,0,-0.96,-0.15,-0.57,40.37,39.24,41.17,0,0,0,7.59,6.15,5.48,94.99,94.99,101.52,120,120,120,110,110,110,4,7,10,3,5,8,3,5,8,3,3,5,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,-0.53,0.36,290,0
623611000,1,0,0,4,0,48,1,51.52,999,0,0.2,7,1,48,1,45.44,999,0,0.53,10,2,48,1,35.58,999,19,5,5,19,19,19,0,0,0,19,5,5,0,0,0,19,19,19,41701,3,48.75,16.67,10.91,-2.08,-4.52,-5.75,0,0,0,0,0.01,0.02,2.95,12.99,19.11,0,0,0,0,0.08,0.12,54.07,54.07,54.07,54.07,54.07,54.07,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.14,48,1
623611001,0,0.4,19.55,2,2,18,1,22.13,48.89,1.4,19.55,4,2,18,1,21.54,13.97,2.57,19.55,8,2,18,1,21.12,7.62,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,19,19,19,41701,3,21.26,20.66,19.94,-0.7,-0.43,-0.33,0.04,0.04,0.03,3.23,-0.47,-0.52,1,1.03,1.09,0.2,0.25,0.3,6.3,5.16,4.43,23,23,23,23,23,23,18,18,18,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,0,0,0,0,0,0,0,0,-1,0.14,18,0
623611002,0,1.08,123.02,1,38,70,1,45,113.56,1.68,139.28,5,44,70,1,59.72,82.75,2.33,150,6,49,70,1,65.11,64.29,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,41701,3,80,79.28,74.5,28,12.35,6.42,-0.11,-0.05,-0.01,-1.89,-5.87,-3.96,40.41,33.97,29.09,0.54,0.41,0.38,27.99,24.15,21.36,80,80,80,80,80,80,70,70,70,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,3,0.92,0.59,0.43,0,0,0,0,0,-0.87,0.36,70,0
623611003,0,1.12,0,1,0,58,1,58.6,0,2.78,0,3,0,58,1,57.96,0,2.78,0,3,0,58,1,57.7,0,19,19,19,2,2,2,2,2,2,19,19,19,0,0,0,19,19,19,41701,3,58.2,57.1,57.1,-0.32,-0.38,-0.24,0.11,0.02,-0.04,0,0,0,0.46,0.87,0.82,0.56,0.7,0.6,0,0,0,59,59,59,59,59,59,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.04,58,0
623611006,1,0,0,0,0,175,1,8.5,999,0,0,0,0,175,1,8.5,999,0,0,0,0,175,1,8.5,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,175,0
623611007,1,0,0,0,0,18,1,0,999,0,0,0,0,18,1,0,999,0,0,0,0,18,1,0,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
623611026,0,259.7,11.67,85,16,158,2,28.6,0.04,403.93,23.92,114,30,228,3,31.5,0.06,571.87,24.9,148,32,228,3,29.6,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,41701,3,4.86,46.16,18.54,-19.59,-0.48,-1.12,-8.1,-4.61,-2.34,1.92,0.38,-0.25,27.27,25.82,21.5,30.14,30.42,29.11,2.48,2.55,2.57,24.78,57.52,57.52,67.6,67.6,67.6,88,88,88,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,7,10,0,0,0,0,0,0,0,0,-0.68,0.3,228,0
623611034,0,1.23,0,3,0,558,2,547.33,0,1.23,0,3,0,558,2,544.36,0,1.23,0,3,0,558,2,543.17,0,19,19,19,3,3,3,3,3,3,19,19,19,0,0,0,19,19,19,41701,3,540.4,540.4,540.4,-7.77,-2.87,-1.48,0.37,0,-0.02,0,0,0,12.66,9.69,8.14,0.62,0.47,0.39,0,0,0,541.3,541.3,541.3,566.3,566.3,566.3,500,500,500,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0.02,558,0
623611070,0,0,0.93,16,2,257,2,59.38,999,0,0.93,21,2,257,2,58.2,999,0,0.93,24,2,257,2,57.15,999,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,58.5,56.3,54.3,-0.97,-0.8,-0.73,0,0,0,-0.28,-0.1,-0.05,1.5,1.84,2.27,0,0,0,0.47,0.35,0.3,58.9,58.9,58.9,61.6,61.6,61.6,199,199,199,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0.18,257,1
623611114,0,16.37,1.18,14,3,18,1,10.33,0.07,16.37,1.18,14,3,18,1,7.69,0.07,16.37,1.8,14,4,28,2,9.01,0.11,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,6,41701,3,4.18,4.18,12.08,-5.69,-2.33,-0.23,0.29,-0.83,-0.58,0.09,-0.05,-0.02,8.07,6.58,5.78,2.22,2.69,2.47,0.34,0.29,0.29,9.3,9.3,12.08,22,22,22,18,18,18,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,-0.48,0.12,28,1
623611118,0,0.98,0,1,0,230,3,61.51,0,30.7,0.48,13,2,230,3,54.49,0.02,30.7,1.4,13,4,230,3,48.04,0.05,19,5,5,0,0,0,0,0,0,19,5,5,0,0,0,19,19,19,41701,3,59.72,33,33,-0.71,-4.56,-4.28,-0.29,2.4,0.26,0,0.03,0.05,1.19,11.55,14.02,0.49,7.56,6.53,0,0.18,0.31,62.1,62.1,62.1,62.1,62.1,62.1,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0.1,230,0
623611154,0,3.3,0.12,6,1,58,1,66.88,0.04,16.18,0.27,17,2,58,1,64.16,0.02,45.93,9.73,33,9,58,1,59.39,0.21,3,3,3,1,1,1,1,1,1,3,3,3,0,0,0,19,19,19,41701,3,65.5,58,43.2,-0.79,-1.71,-2.77,0.27,0.79,1.25,0.03,0.01,0.42,1.04,3.91,9.08,0.7,3.07,8.04,0.06,0.07,2.51,67.2,67.2,67.2,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,34.51,0.22,58,0
623611194,0,7.45,4.33,4,7,0,0,2.76,0.58,7.45,4.98,4,8,0,0,2.03,0.67,7.45,4.98,4,8,0,0,1.74,0.67,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,41701,3,1.06,1.06,1.06,-2.03,-0.73,-0.37,-1.1,-0.6,-0.34,0.02,-0.16,-0.14,3.39,2.56,2.14,2.66,2.13,1.81,1.24,1.01,0.9,1.06,1.06,1.06,7.84,7.84,7.84,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,-0.85,0.08,0,1
623611196,0,11.1,2.27,5,1,58,1,63.6,0.2,18.32,3.32,11,4,58,1,62,0.18,19.1,6.95,14,8,58,1,60.76,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,62.4,58.4,57.2,-0.72,-1.04,-0.89,-1.89,-0.4,-0.43,-0.68,-0.18,0.01,0.98,2.31,2.76,3.59,2.58,2.4,1.13,0.85,0.93,64.4,64.4,64.4,64.4,64.4,64.4,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0.78,0.2,58,0
623611205,0,0,1.7,0,5,117,2,62.12,999,0.33,3.17,1,9,117,2,61.85,9.5,0.33,3.85,1,11,117,2,61.66,11.55,1,1,1,19,6,6,19,6,6,1,1,1,0,0,0,19,19,19,41701,3,61.62,61.22,61.22,-0.6,-0.26,-0.17,0,0.04,0.01,0.05,0.06,0,1,0.8,0.72,0,0.13,0.11,0.43,0.41,0.4,61.62,61.62,61.62,63.62,63.62,63.62,59,59,59,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0.26,0.12,117,0
623611215,0,147.25,22.63,28,16,58,1,38.57,0.15,166.28,279.85,40,38,58,1,28.11,1.68,190.58,570.27,44,82,58,1,19.7,2.99,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,18.68,10.28,0.08,-12.28,-7.65,-6.16,2.67,-5.82,-4.26,5.48,23.87,16.65,15.93,17.34,19.59,6.89,17.19,17.26,7.61,69.69,70.09,45.8,45.8,45.8,55.7,55.7,55.7,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0.11,0.16,0.14,0,0,0,0,0,7.98,0.44,58,0
623611216,0,0.97,4.63,2,2,228,3,3.37,4.79,1.4,7.05,3,8,228,3,3.31,5.04,1.4,11.05,3,9,228,3,3.28,7.89,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,1,1,1,41701,3,6.74,3.22,3.22,2.7,0.45,0.14,0.1,-0.02,-0.03,-1.26,-0.25,0.01,3.89,2.75,2.25,0.48,0.37,0.32,2.1,1.59,1.7,6.74,6.74,6.74,6.74,6.74,6.74,199,199,199,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0.2,0.1,228,0
623611279,0,4.7,12.08,10,1,198,1,6.44,2.57,9.1,13.43,19,3,198,1,4.27,1.48,9.1,13.43,19,3,198,1,3.23,1.48,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,19,19,19,41701,3,4.77,0.81,0.81,-1.01,-1.33,-0.89,-0.15,-0.05,-0.18,3.62,0.08,-0.22,1.32,2.92,2.91,0.97,1.04,1.05,6.04,4.49,3.78,6.82,6.82,6.82,7.93,7.93,7.93,198,198,198,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,-0.94,0.12,198,1
623611280,0,9.58,0.32,9,1,0,0,2.5,0.03,10.8,0.32,11,1,94,2,10.97,0.03,36.63,1.23,30,4,217,3,10.96,0.03,1,1,1,1,1,1,1,1,1,1,1,1,19,5,5,19,4,4,41701,3,0,32.65,1.65,-3,4.86,1.34,-0.46,-0.46,0.71,-0.03,-0.02,0.03,5,15.75,14.38,3.34,2.62,5.7,0.16,0.12,0.21,0,34.11,34.11,10,34.11,34.11,0,49,123,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,5,0,0.06,0.02,0,0,0,0,0,1.89,0.14,217,0
623611281,0,2.52,0.15,6,2,58,1,67.17,0.06,23.37,2.98,24,7,58,1,63.14,0.13,23.38,5.57,25,9,58,1,60.57,0.24,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,19,19,19,41701,3,65.58,54.74,54.28,-0.64,-2.38,-1.9,0.72,1.46,0.07,0.04,0.13,0.13,1.06,5.5,6.1,1.23,4.58,4.07,0.07,0.74,0.95,67.7,67.7,67.7,67.7,67.7,67.7,58,58,58,4,7,10,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,5,6,0,0,0,0,0.06,0.06,0,0,0.67,0.12,58,0
623611345,0,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,58,58,58,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
623611346,1,157.12,1.12,33,1,88,2,52.54,0.01,269.97,2.42,56,5,118,3,36.53,0.01,433.67,6.27,86,7,218,5,36.04,0.01,3,3,3,1,1,1,1,1,1,3,3,3,0,0,0,1,1,1,41701,3,29.5,8.33,26.48,-11.74,-10.73,-3.88,25.69,6.43,4.3,0.33,0.12,0.13,16.33,23.72,20.31,34.84,30.37,26.04,0.56,0.48,0.8,57.25,57.25,57.25,68,68,68,58,58,58,4,7,10,3,6,9,3,6,9,1,2,3,0,0,0,1,1,2,3,6,9,0,0,0,0.65,0.41,0.33,0,0,3.01,0.22,218,0
623611347,0,1.32,3.1,5,4,18,1,22.51,2.35,1.65,3.1,7,4,18,1,22.33,1.88,3.23,3.48,11,5,18,1,22.06,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,22.21,22.01,21.06,-0.23,-0.14,-0.17,0.01,-0.04,0.03,-0.12,-0.19,-0.1,0.31,0.32,0.56,0.28,0.24,0.4,0.97,0.8,0.68,22.73,22.73,22.73,22.82,22.82,22.82,18,18,18,4,7,10,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,6,8,0,0,0,1.6,0.43,0.32,0,0,-0.88,0.16,18,0
623611349,1,7.83,35.57,7,7,0,0,1.92,4.54,12,82.08,15,15,10,1,2.64,6.84,14.05,92.85,18,20,10,1,2.35,6.61,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,19,4,4,41701,3,0.6,3.5,1.04,-0.94,0.3,-0.05,-1.47,-0.29,-0.24,-9.57,1.09,-0.72,1.22,2.16,1.89,2.38,1.87,1.65,14.56,16.1,13.79,2.38,6.7,6.7,3.38,6.7,6.7,0,10,10,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0.61,0.24,10,0
623611350,0,0.1,0,1,0,175,1,8.91,0,0.1,0,1,0,175,1,7.35,0,0.1,0,1,0,298,2,5.15,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,7,41701,3,7.91,0.01,0.01,-0.6,-1.17,-1.33,-0.03,-0.01,-0.01,0,0,0,0.82,3.32,4.47,0.05,0.04,0.03,0,0,0,8.91,8.91,8.91,9.91,9.91,9.91,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0.02,298,0
623611351,0,9.88,4.92,5,4,261,1,4.32,0.5,10.12,5.07,7,5,261,1,2.88,0.5,10.12,5.93,7,6,261,1,2.29,0.59,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,1.11,0.9,0.9,-2.86,-1.24,-0.67,-0.1,-0.53,-0.36,0.98,-0.08,-0.09,3.89,3.28,2.85,2.44,2.15,1.89,1.36,1.15,0.99,6.13,6.13,6.13,8.95,8.95,8.95,261,261,261,4,7,10,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,3,4,4,0.14,0.14,0.11,0.64,0.63,0.65,0,0,-0.79,0.16,261,0
623611399,0,1.05,0,1,0,48,1,57.84,0,14.27,1.1,5,2,48,1,56.27,0.08,19.27,1.1,7,2,48,1,53.14,0.06,19,5,5,3,3,3,3,3,3,19,5,5,0,0,0,19,19,19,41701,3,57.37,49.44,44.44,-0.19,-1.11,-1.75,0.32,1.32,0.38,0,0.09,0.01,0.32,3.12,5.75,0.53,3.83,3.26,0,0.3,0.26,58,58,58,58,58,58,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0.1,48,0
623611400,0,49.48,15.12,19,8,114,2,52.66,0.31,63.1,48.28,25,20,114,2,49.91,0.77,69.72,74.67,34,52,184,3,53.28,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,41701,3,52.14,43.97,101.06,11.49,0.43,2.3,10.53,0.12,-0.86,-0.08,1.57,0.66,30.65,22.06,24.89,14.51,11.61,10.06,4.12,6.9,6.43,80,80,101.06,80,80,101.06,70,70,70,4,7,10,4,7,10,3,5,6,2,3,6,0,0,1,0,0,0,2,4,7,0,0,0.01,0.31,0.37,0.52,0,0,0.43,0.3,184,0
623611401,0,0,1.35,0,3,58,1,68,999,0,1.35,0,3,88,2,74.77,999,0,1.35,0,3,88,2,79.85,999,3,3,3,19,19,19,19,19,19,3,3,3,0,0,0,19,4,4,41701,3,68,91.7,91.7,0,4.23,3.59,0,0,0,0.4,0,-0.02,0,11.56,12.49,0,0,0,0.67,0.51,0.43,68,91.7,91.7,68,91.7,91.7,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.02,88,0
623611491,1,2.93,0,3,0,18,1,18.68,0,3.57,0,4,0,18,1,18.03,0,3.57,0,4,0,18,1,17.73,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,17.24,17.02,17.02,-1.72,-0.64,-0.35,-0.88,-0.25,-0.15,0,0,0,2.87,2.18,1.85,1.47,1.09,0.93,0,0,0,17.24,17.24,17.24,22.98,22.98,22.98,18,18,18,3,5,8,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,18,1
623611492,1,0,0,0,0,198,1,10,999,0,0,0,0,198,1,10,999,0,0,0,0,198,1,10,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,198,198,198,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
