Brand,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price
BlackBerry,4000,5.99,Yes,1080,2160,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,13999
Samsung,3500,6,Yes,720,1480,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19990
Tecno,4000,6,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Vivo,3285,6,Yes,720,1440,4,2000,16,8,5,Android,No,Yes,No,1,No,No,7500
Alcatel,4000,6.2,Yes,720,1500,8,3000,32,12,8,Android,Yes,Yes,Yes,1,No,No,12999
Intex,3000,5.34,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Intex,2000,4.95,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3450
Oppo,4230,6.2,Yes,720,1520,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,7450
Oppo,4230,6.2,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Vivo,3225,6,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,1,No,No,7994
Samsung,3000,5.6,Yes,720,1480,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,17600
Alcatel,2000,5,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,3499
Vivo,3260,6.22,Yes,720,1520,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9790
Panasonic,2400,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899
Lephone,3000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,7900
Comio,2500,5,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499
iVoomi,2800,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999
LG,3300,6.2,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,16999
LG,3300,6.2,Yes,1080,2160,8,3000,32,16,5,Android,Yes,Yes,Yes,1,No,No,14999
Lenovo,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5300
Nokia,2990,5.2,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5994
Aqua,2800,5,Yes,720,1280,4,1000,16,13,5,Android,Yes,Yes,No,1,No,No,4599
Vivo,3260,6.22,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10399
BlackBerry,3500,4.5,Yes,1080,1620,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,19994
Mobiistar,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,No,2,Yes,Yes,4294
Micromax,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3789
iVoomi,4000,5.45,Yes,720,1440,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,4299
LG,3000,5.5,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,11849
LG,3000,5.5,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,1,No,No,8875
HTC,3500,6,Yes,1440,2880,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,74990
Nokia,3060,5.8,Yes,1080,2280,8,4000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Kult,4000,5.99,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,No,No,4378
Samsung,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6924
Karbonn,2900,5.2,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,No,No,6999
Intex,2800,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Panasonic,2300,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3675
LG,3000,6.1,Yes,1440,3120,8,4000,64,16,8,Android,Yes,Yes,Yes,2,No,No,35999
Samsung,3000,5.6,Yes,720,1480,8,4000,32,16,16,Android,Yes,Yes,Yes,1,No,No,12999
Samsung,2600,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6799
Vivo,2500,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7706
Vivo,3260,6.3,Yes,1080,2280,8,4000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Motorola,4000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7950
Vivo,3360,6,Yes,720,1440,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8500
Coolpad,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,1,No,No,4590
Samsung,3000,5.5,Yes,720,1280,8,4000,32,13,8,Android,Yes,Yes,Yes,2,No,No,10640
Honor,3000,5.7,Yes,720,1440,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Lava,3000,5.7,Yes,720,1440,4,2000,16,13,8,Android,No,No,No,2,No,No,7999
Oppo,3180,5.7,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9490
LG,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,6299
Samsung,3300,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10500
Intex,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3999
Itel,2400,5.45,Yes,720,1440,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3890
Itel,2400,5.45,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600
Motorola,3200,5.93,Yes,1080,2160,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,12900
Lava,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4540
Sony,3180,5.7,Yes,1080,2160,8,4000,64,19,5,Android,Yes,Yes,Yes,2,Yes,Yes,57900
Nokia,1500,2.45,No,240,320,2,512,4,2,0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,2999
Alcatel,3000,6,Yes,1080,2160,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Alcatel,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Cat,4500,5.2,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,No,1,No,No,67900
Karbonn,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8226
Celkon,2700,5,Yes,720,1280,4,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7249
Comio,3900,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Comio,3050,5,Yes,720,1280,4,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5399
Ziox,2500,5,Yes,720,1280,4,1000,16,8,8,Android,Yes,Yes,Yes,1,No,No,3599
Intex,2200,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,3799
Panasonic,2200,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,4499
InFocus,2400,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,1,No,No,3899
Oppo,3000,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999
Vivo,2500,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490
Ziox,2350,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799
HTC,3930,6,Yes,1080,2160,8,4000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999
Karbonn,3000,5.5,Yes,1080,1920,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,4799
iVoomi,3000,5.45,Yes,640,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Sony,3300,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,73300
Sony,3580,6,Yes,1080,1920,8,4000,32,23,16,Android,Yes,Yes,Yes,2,Yes,Yes,74164
Micromax,5000,5.2,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,4470
Gionee,3100,5.2,Yes,720,1280,4,4000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,6290
Ziox,2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3199
Celkon,1800,4,Yes,480,800,4,512,4,3.2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Karbonn,2200,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4190
Itel,1700,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,3749
Jivi,2300,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2550
Panasonic,2500,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5490
Intex,4000,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6729
Micromax,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2340
Micromax,3000,5.7,Yes,720,1440,8,4000,64,20,16,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Kult,2600,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,No,2,Yes,Yes,3999
Micromax,5000,5.2,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4790
Intex,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5295
Gionee,2670,5.45,Yes,720,1440,8,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Panasonic,2500,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,No,Yes,2,Yes,Yes,7990
Infinix,4350,5.98,Yes,1080,1920,8,6000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Intex,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4970
Intex,2700,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4495
Karbonn,2300,5,Yes,480,854,4,1000,8,2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Karbonn,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3800
Karbonn,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2450
Billion,3500,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4890
Zen,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Panasonic,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Itel,2700,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900
Panasonic,5000,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5935
Xiaomi,3080,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Huawei,4000,5.5,Yes,720,1290,4,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,14990
Karbonn,2300,5,Yes,480,854,4,1000,8,5,8,Android,Yes,Yes,Yes,2,Yes,Yes,3282
Celkon,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,No,2,Yes,Yes,3199
Sony,2620,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9500
Sony,2620,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9990
Karbonn,4000,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,7490
Micromax,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2299
Nokia,4100,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Lephone,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3970
Xolo,2500,5,Yes,720,1280,4,1000,8,5,8,Android,Yes,Yes,Yes,1,Yes,Yes,5999
Xolo,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Xolo,3000,5,Yes,720,1280,4,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Samsung,2000,4.7,Yes,540,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,6000
Swipe,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,No,Yes,2,Yes,Yes,4399
BlackBerry,4000,5.5,Yes,1080,1920,8,4000,32,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,29999
Lava,2750,5.2,Yes,720,1280,4,3000,32,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Lava,2500,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4725
Lava,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5279
Comio,4000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4199
LG,2500,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4321
Ziox,2200,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799
Panasonic,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,Yes,5699
10.or,4000,5.5,Yes,1080,1920,8,3000,32,13,16,Android,Yes,No,Yes,2,Yes,Yes,6999
Karbonn,2300,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3490
Intex,2400,5,Yes,240,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3890
Itel,2700,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5410
Intex,2300,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299
Intex,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2950
Gionee,4000,5.2,Yes,720,1280,4,3000,16,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,5699
Micromax,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3480
Micromax,2000,4.5,Yes,480,854,1,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3290
Panasonic,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Panasonic,4000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5891
Yu,3930,5.5,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,13999
Intex,2800,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4799
InFocus,3000,5.2,Yes,720,1280,8,4000,64,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6195
10.or,4000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Lenovo,4000,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7040
Panasonic,2210,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6604
Oppo,3000,5.2,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490
iVoomi,3000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4950
iVoomi,3000,5.2,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3790
Alcatel,4000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,1,No,Yes,8999
Cat,4000,4.7,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,No,No,27990
Cat,5000,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,44990
Sony,3430,5.5,Yes,1080,1920,8,3000,32,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,15990
Intex,2800,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4390
Jivi,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,No,1,Yes,Yes,6449
Jivi,2400,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,No,1,Yes,Yes,5199
Jivi,2500,5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,No,1,Yes,Yes,3599
Jivi,2300,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,No,1,Yes,Yes,2499
Jivi,1800,4,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,No,1,Yes,Yes,2599
Intex,2500,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,1,No,No,4999
Vivo,3000,5.5,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9500
iVoomi,2000,4.5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2900
Swipe,2500,4,Yes,480,854,4,512,4,5,2,Android,Yes,No,Yes,2,Yes,Yes,2499
Meizu,4000,5.5,Yes,1080,1920,8,3000,16,12,16,Android,Yes,No,Yes,2,Yes,Yes,14000
Nuu Mobile,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Nuu Mobile,2000,5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Alcatel,2200,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,No,No,6499
M-tech,2400,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3950
Gionee,3000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4978
Comio,2700,5,Yes,720,1280,4,1000,32,8,5,Android,Yes,Yes,Yes,2,No,Yes,4995
Comio,2700,5.2,Yes,720,1280,4,2000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,5499
Comio,5000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,8666
Micromax,3000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,4499
Asus,3300,5.5,Yes,1080,1920,1,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499
Swipe,2500,5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Panasonic,2200,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990
Asus,3000,5.5,Yes,720,1280,8,4000,64,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,6998
Itel,5000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,3880
Panasonic,4000,5.2,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,2,No,Yes,5935
Gionee,4000,5.3,Yes,720,1280,8,3000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Karbonn,2300,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,No,2,No,No,2754
Swipe,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3599
Kult,3000,5.2,Yes,720,1280,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Coolpad,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,4610
Karbonn,3300,6,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5899
Infinix,4000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7499
Infinix,4300,5.7,Yes,1080,1920,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,8999
Micromax,3000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,No,2,No,Yes,4895
Meizu,3000,5.2,Yes,1080,1920,8,4000,64,12,16,Android,Yes,No,Yes,2,No,No,28000
Yu,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Lyf,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3590
Samsung,3000,5.5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990
Intex,4000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,1,No,No,5440
iVoomi,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3290
iVoomi,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3450
Intex,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4099
Micromax,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3690
Intex,3000,5.5,Yes,720,1280,1,2000,16,8,5,Android,Yes,Yes,No,1,Yes,Yes,4879
Asus,3000,5.5,Yes,1080,1920,4,4000,32,16,12,Android,Yes,Yes,Yes,1,Yes,Yes,6449
Xolo,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6888
LG,3000,5.5,Yes,1080,2160,8,4000,64,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,9999
Intex,2450,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3980
Nubia,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Samsung,3300,5.7,Yes,1080,1920,8,4000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11046
Samsung,3600,5.5,Yes,1080,1920,8,3000,64,13,13,Android,Yes,Yes,Yes,2,No,Yes,16900
Lyf,2800,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990
Panasonic,4000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5831
Ziox,2500,5,No,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3499
Lava,2000,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900
Karbonn,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3399
Itel,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3860
Itel,2400,5,Yes,480,854,4,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6506
Motorola,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6190
Samsung,1050,4.5,Yes,480,800,4,1000,8,5,5,Tizen,Yes,Yes,Yes,2,Yes,Yes,4790
Panasonic,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,No,2,Yes,Yes,6499
Panasonic,4000,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999
Karbonn,2150,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6326
Intex,2100,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7490
Asus,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6110
Ziox,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,No,2,Yes,Yes,4399
Zen,2000,5,No,480,854,4,768,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Intex,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4625
Zopo,2100,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3389
Videocon,2450,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Zen,2500,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Motorola,5000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Ziox,3000,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,2,No,Yes,3499
Zopo,1450,4,No,480,800,4,1000,16,0,0,Android,Yes,Yes,Yes,2,No,No,4888
Honor,2100,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5499
Tecno,4000,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6789
Tecno,3050,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9993
Tecno,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6629
Tecno,3050,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,7142
Videocon,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Motorola,2350,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,5499
Motorola,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Micromax,4000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,No,1,Yes,Yes,4960
Zopo,2500,5.5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3980
Lephone,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4105
Ziox,2450,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3699
Intex,2200,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6100
Sansui,2000,4.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,3900
Micromax,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,No,Yes,2359
